,EUR,GBP,INR,AUD,CAD,SGD,CHF,MYR,JPY,CNY,ARS,BHD,BWP,BRL,BND,BGN,CLP,COP,HRK,CZK,DKK,HKD,HUF,ISK,IDR,IRR,ILS,KZT,KRW,KWD,LYD,MUR,MXN,NPR,NZD,NOK,OMR,PKR,PHP,PLN,QAR,RON,RUB,SAR,ZAR,LKR,SEK,TWD,THB,TTD,TRY,AED,VEF
2020-05-26,0.911386,0.810532,75.502223,1.505231,1.382227,1.416645,0.96674,4.36351,107.627916,7.135416,68.276465,0.376,12.130325,5.377817,1.416645,1.782516,801.610485,3735.071834,6.909513,24.663594,6.797406,7.752516,317.92564,138.553579,14754.848359,42095.525576,3.50879,412.913343,1232.774421,0.308834,1.416568,39.989365,22.313859,121.369823,1.612085,9.906377,0.3845,161.151228,50.544273,4.043247,3.64,4.412552,70.875816,3.75,17.404701,186.083161,9.64052,29.986209,31.877677,6.754682,6.73391,3.6725,9.9875
2020-05-25,0.917764,0.819989,75.852601,1.527408,1.397134,1.424565,0.971243,4.363105,107.710718,7.136692,68.169863,0.376,12.132053,5.469192,1.424565,1.79499,802.68418,3777.222588,6.957667,24.983782,6.843221,7.753593,322.003498,141.80176,14752.657332,42100.606567,3.528296,415.951923,1241.219061,0.308974,1.415927,39.916895,22.541638,121.933057,1.639005,10.049218,0.3845,160.675184,50.773984,4.133397,3.64,4.443535,71.628849,3.75,17.663153,185.742733,9.676143,30.055814,31.969053,6.75034,6.815792,3.6725,9.9875
2020-05-24,0.917138,0.821951,75.974022,1.53036,1.399688,1.424747,0.971291,4.363228,107.633846,7.126789,68.172771,0.376,11.946819,5.533181,1.424747,1.793765,808.429632,3772.972946,6.957086,25.029781,6.841909,7.756891,320.639941,142.956279,14790.018566,42025.349059,3.534323,414.936512,1240.858978,0.309599,1.415949,40.199668,22.730402,122.128241,1.639936,9.998777,0.3845,160.595072,50.781673,4.137689,3.64,4.441555,71.49095,3.75,17.656503,185.61995,9.676829,30.125139,31.889511,6.777317,6.813191,3.6725,9.9875
2020-05-23,0.917295,0.821863,75.971724,1.52991,1.399633,1.424757,0.971385,4.363251,107.633786,7.127064,68.174793,0.376,11.946819,5.53258,1.424757,1.794073,808.428719,3775.019847,6.956542,25.002763,6.839986,7.757144,320.831213,142.954591,14789.019337,42025.318593,3.535157,414.938551,1240.887311,0.309599,1.415959,40.199571,22.731535,122.124546,1.640518,10.001459,0.3845,160.595496,50.781093,4.139932,3.64,4.44049,71.575917,3.75,17.64001,185.61995,9.664567,30.127855,31.909048,6.7773,6.813014,3.6725,9.9875
2020-05-22,0.918105,0.821449,75.993954,1.532327,1.402338,1.425601,0.972391,4.363113,107.52253,7.129964,68.118498,0.376,12.133197,5.56514,1.425601,1.795658,804.790727,3779.074261,6.965438,25.079124,6.847762,7.756013,321.838651,142.953637,14710.67203,42088.892537,3.532051,415.730886,1242.354092,0.308908,1.418249,39.865453,22.739412,122.160281,1.642114,10.018637,0.3845,160.647213,50.781986,4.148064,3.64,4.445578,71.809965,3.75,17.716875,185.614055,9.685271,30.104019,31.902676,6.753847,6.815312,3.6725,9.9875
2020-05-21,0.912931,0.817923,75.65157,1.524414,1.394632,1.417659,0.970351,4.344462,107.702746,7.115359,68.093972,0.376,12.139341,5.60139,1.417659,1.785537,802.233889,3778.823765,6.920165,24.752408,6.807997,7.75498,317.892793,142.777533,14723.734916,41794.202416,3.517292,412.945853,1232.711037,0.308799,1.419278,39.818377,22.9306,121.609899,1.636204,9.950747,0.3845,161.23024,50.736998,4.125746,3.64,4.419405,70.961836,3.75,17.655544,186.533209,9.632216,29.922857,31.849034,6.749769,6.798343,3.6725,9.9875
2020-05-20,0.910815,0.816258,75.567011,1.515231,1.391207,1.412919,0.965141,4.349434,107.453496,7.093611,68.008492,0.376,12.170488,5.692485,1.412919,1.7814,803.512166,3800.155512,6.900326,24.877511,6.791132,7.749815,318.519184,142.414943,14699.584639,41819.341824,3.508618,414.755469,1225.783643,0.308758,1.419404,39.823437,23.226744,121.473971,1.627829,9.909191,0.3845,160.510608,50.622618,4.131841,3.64,4.410523,71.269696,3.75,17.970855,187.110766,9.584208,29.915,31.809698,6.762099,6.793681,3.6725,9.9875
2020-05-19,0.91431,0.816155,75.644399,1.523477,1.388106,1.415907,0.972337,4.34898,107.887485,7.098418,67.90876,0.376,12.170482,5.709775,1.415907,1.788235,820.098195,3816.935783,6.924218,25.133394,6.816031,7.750989,320.132041,143.121151,14767.17469,42005.311411,3.512705,415.691865,1223.217298,0.308812,1.419646,40.462829,23.621234,121.598372,1.639155,9.948072,0.3845,160.532586,50.656702,4.158795,3.64,4.427817,72.634244,3.75,18.265136,187.586987,9.660805,29.938024,31.88919,6.75901,6.80217,3.6725,9.9875
2020-05-18,0.917233,0.81947,75.709183,1.536264,1.397252,1.419248,0.969884,4.362847,107.255185,7.108836,67.813929,0.376,12.170553,5.710184,1.419248,1.793953,820.56733,3851.47432,6.931294,25.331076,6.837745,7.751327,323.546453,144.109731,14850.548699,41991.13864,3.52887,417.143941,1226.551567,0.30913,1.417602,39.887884,23.607385,121.702511,1.657558,10.03559,0.3845,160.44989,50.77744,4.184749,3.64,4.438478,72.698669,3.75,18.394508,187.70166,9.722445,29.94917,32.017243,6.761099,6.882003,3.6725,9.9875
2020-05-17,0.924085,0.826206,75.871847,1.559081,1.410952,1.428386,0.971531,4.351575,107.067429,7.101734,67.573628,0.376,12.176686,5.855413,1.428386,1.807353,827.733511,3912.452923,6.973578,25.611791,6.889609,7.750914,327.908894,145.556246,14899.809829,42025.433287,3.537388,420.189486,1233.024754,0.309903,1.418,40.199586,23.955796,121.963995,1.685303,10.232582,0.3845,159.89521,50.681279,4.222029,3.64,4.474172,73.45849,3.75,18.583868,187.849864,9.857759,29.990163,32.093715,6.801307,6.899915,3.6725,9.9875
2020-05-16,0.924229,0.826112,75.844659,1.558778,1.411178,1.427927,0.971771,4.351555,107.109775,7.101881,67.5775,0.376,12.176686,5.854652,1.427927,1.807634,827.732257,3909.004927,6.973578,25.614415,6.890559,7.750876,327.741868,145.55514,14911.744197,42025.318515,3.537293,420.202076,1232.86788,0.309902,1.41803,40.199572,23.95407,121.920289,1.685135,10.228485,0.3845,159.893849,50.679623,4.222085,3.64,4.475665,73.458103,3.75,18.581421,187.849864,9.859328,30.002039,32.093713,6.801278,6.900841,3.6725,9.9875
2020-05-15,0.924262,0.824413,75.859219,1.560037,1.409122,1.427385,0.972435,4.351639,107.259705,7.102865,67.714824,0.376,12.163039,5.81965,1.427385,1.8077,824.635682,3929.142945,6.988568,25.608362,6.891135,7.751119,327.75918,145.313002,14865.142946,42017.977775,3.538719,420.978261,1232.462403,0.309359,1.419576,39.824766,24.043407,121.943695,1.686573,10.2392,0.3845,159.948433,50.747789,4.224462,3.64,4.473593,73.701901,3.75,18.553188,187.855522,9.865701,29.95129,32.061669,6.760588,6.906323,3.6725,9.9875
2020-05-14,0.926155,0.820175,75.531487,1.557375,1.408979,1.425946,0.972968,4.340433,107.101686,7.096064,67.626941,0.376,12.146033,5.916947,1.425946,1.811401,822.240212,3947.79588,7.012576,25.595545,6.906677,7.751034,328.134248,146.659129,14907.311613,42078.297156,3.546068,423.617859,1230.87601,0.309192,1.419185,40.024738,24.175028,121.416866,1.674703,10.225203,0.3845,160.282769,50.53766,4.227803,3.64,4.480173,73.916259,3.75,18.575266,187.996305,9.84265,29.929531,32.080011,6.75264,6.945876,3.6725,9.9875
2020-05-13,0.922767,0.817947,75.388584,1.54723,1.408878,1.418753,0.970506,4.329223,106.916621,7.093002,67.53684,0.376,12.146029,5.923027,1.418753,1.804776,819.991302,3901.017369,6.984361,25.345502,6.88024,7.750619,327.031734,146.072565,14865.803033,42026.311976,3.527686,422.12456,1226.60637,0.309169,1.41966,39.812568,24.306117,121.187149,1.663935,10.143738,0.3845,160.794068,50.301009,4.213592,3.64,4.460807,73.988022,3.75,18.53575,188.301174,9.797702,29.917999,32.059497,6.689318,6.978379,3.6725,9.9875
2020-05-12,0.920522,0.813243,75.088214,1.536685,1.4009,1.41577,0.968171,4.327868,107.317972,7.083433,67.448174,0.376,12.168264,5.78866,1.41577,1.800385,822.169062,3879.109447,6.961713,25.229674,6.863195,7.750704,322.890278,145.984309,14887.333683,41986.836896,3.513082,420.810712,1222.170439,0.309288,1.419729,39.908456,24.056002,120.704303,1.639266,10.16017,0.3845,160.200745,50.274251,4.194846,3.64,4.445669,73.178076,3.75,18.286088,188.450438,9.74239,29.896805,32.082099,6.715551,6.989016,3.6725,9.9875
2020-05-11,0.925128,0.811184,75.901753,1.543405,1.403112,1.417943,0.972975,4.333357,107.706994,7.099531,67.36423,0.376,12.15243,5.790856,1.417943,1.809393,826.096224,3900.611319,6.993332,25.440778,6.900003,7.750482,323.786904,146.768605,14909.722839,42032.901248,3.511531,420.770481,1224.287439,0.309305,1.418143,40.112238,23.910475,122.012068,1.648105,10.289519,0.3845,160.314238,50.373333,4.216161,3.64,4.466147,73.695854,3.75,18.406229,188.433159,9.872176,29.881286,32.169272,6.699002,7.074547,3.6725,9.9875
2020-05-10,0.913783,0.806067,75.51827,1.532454,1.393643,1.412808,0.97101,4.33336,106.673402,7.073746,67.260454,0.376,12.114526,5.74652,1.412808,1.787204,825.782866,3893.165529,6.970417,25.137398,6.880058,7.754225,322.493262,146.242189,14951.947754,42025.433287,3.511156,421.559522,1219.676574,0.310098,1.4175,39.927044,23.691594,121.39562,1.629577,10.203382,0.3845,159.817481,50.439104,4.199367,3.64,4.454724,73.467645,3.75,18.319723,186.519435,9.771027,29.874378,32.182191,6.759107,7.096376,3.6725,9.9875
2020-05-09,0.919508,0.806011,75.53259,1.531172,1.394113,1.41268,0.970812,4.333128,106.63515,7.073751,67.259833,0.376,12.114526,5.733269,1.41268,1.798401,825.783472,3893.041829,6.970417,25.135775,6.878877,7.755511,322.609099,146.245789,15010.972193,42025.318594,3.512032,421.547125,1219.58083,0.310098,1.417538,40.047302,23.691289,121.418639,1.62956,10.209556,0.3845,159.815447,50.409136,4.200417,3.64,4.454748,73.345542,3.75,18.294762,186.519435,9.760927,29.892834,32.20465,6.759141,7.097217,3.6725,9.9875
2020-05-08,0.921519,0.804442,75.50804,1.528675,1.392098,1.411744,0.970231,4.326867,106.523297,7.074086,67.287559,0.376,12.114398,5.749109,1.411744,1.802335,825.617005,3886.975721,6.963752,25.09989,6.874037,7.75142,321.901481,146.127353,14918.444302,42036.322284,3.508798,421.939015,1216.976986,0.309361,1.410536,39.708631,23.637131,121.379174,1.627218,10.191953,0.3845,160.117948,50.486278,4.191219,3.64,4.450323,73.246567,3.75,18.367051,186.5236,9.761963,29.852921,32.191328,6.746302,7.111276,3.6725,9.9875
2020-05-07,0.924938,0.809934,75.759833,1.53898,1.397454,1.41529,0.97496,4.324373,106.36125,7.081222,67.1899,0.376,12.10206,5.802393,1.41529,1.809022,834.116994,3919.987828,7.000856,25.183715,6.901208,7.750651,324.175249,147.128388,15034.915005,42061.897313,3.511375,421.938038,1219.048161,0.309391,1.409491,40.033436,23.967335,121.783931,1.643789,10.228823,0.3845,160.365452,50.490864,4.207392,3.64,4.465674,73.639423,3.75,18.532747,186.524975,9.816342,29.912879,32.387255,6.748502,7.095865,3.6725,9.9875
2020-05-06,0.925551,0.809742,76.093668,1.55851,1.413945,1.420409,0.974605,4.324092,106.071027,7.105012,67.097586,0.376,12.105707,5.681906,1.420409,1.810221,840.07682,3960.841585,7.003416,25.117437,6.90482,7.752129,324.815794,147.382554,15099.957551,42072.42104,3.512274,421.428364,1228.713282,0.309741,1.411002,39.884548,24.300998,122.320571,1.661286,10.281949,0.3845,158.962668,50.636617,4.216166,3.64,4.468396,74.585994,3.75,18.793471,186.98553,9.851672,29.990501,32.41521,6.730204,7.183592,3.6725,9.9875
2020-05-05,0.922037,0.803357,75.687738,1.548765,1.402456,1.414924,0.972195,4.302528,106.528282,7.062694,66.997659,0.376,12.108399,5.556032,1.414924,1.803348,832.924958,3936.679992,6.980382,24.920874,6.881163,7.753313,322.78463,146.965824,15088.69916,42024.586783,3.515556,423.854361,1220.218858,0.309004,1.409387,40.047899,23.794852,121.668038,1.649091,10.260496,0.3845,158.714322,50.602868,4.178878,3.64,4.445005,73.772852,3.75,18.394479,188.946808,9.82992,29.863571,32.369098,6.748805,7.086369,3.6725,9.9875
2020-05-04,0.916781,0.804618,75.664616,1.560182,1.408799,1.417273,0.965044,4.316371,106.823261,7.061887,66.894599,0.376,12.22809,5.574254,1.417273,1.793068,836.968971,3983.473763,6.946935,24.844695,6.842302,7.753623,324.622245,145.984337,15117.879752,41881.144195,3.529774,427.44534,1225.637031,0.309335,1.418497,40.029289,24.379405,121.63087,1.659763,10.350629,0.3845,160.907053,50.7083,4.181821,3.64,4.42786,75.214343,3.75,18.717173,189.518142,9.891049,29.817931,32.404396,6.749153,7.050615,3.6725,9.9875
2020-05-03,0.908155,0.800362,75.727158,1.558212,1.408854,1.415861,0.961326,4.296487,106.895661,7.060623,66.620784,0.376,12.222883,5.447096,1.415861,1.776197,834.710964,3953.196471,6.91635,24.780565,6.795315,7.755331,321.860131,145.081693,14906.216875,42025.410632,3.506717,425.540124,1225.043625,0.31,1.4147,40.077349,24.58335,121.731406,1.648406,10.271281,0.3845,160.492196,50.586853,4.159559,3.64,4.406556,75.425471,3.75,18.834266,192.274056,9.842197,29.918473,32.553542,6.736331,7.014544,3.6725,9.9875
2020-05-02,0.907627,0.8003,75.771544,1.557355,1.413946,1.415527,0.961337,4.295515,106.915483,7.061208,66.616696,0.376,12.222883,5.446351,1.415527,1.775165,834.709911,3951.582156,6.91635,24.78884,6.794501,7.754925,321.898449,145.153912,15161.059578,42025.283194,3.508019,425.546481,1225.156649,0.31,1.414788,40.196645,24.588677,121.802756,1.64953,10.324182,0.3845,160.4946,50.60045,4.156262,3.64,4.4152,75.232589,3.75,18.748095,192.274056,9.84044,29.940997,32.55353,6.73637,7.010094,3.6725,9.9875
2020-05-01,0.909281,0.799398,75.689782,1.557821,1.410508,1.416526,0.960063,4.297288,106.780873,7.061532,66.489788,0.376,12.222904,5.490703,1.416526,1.778398,835.576504,3962.906263,6.921883,24.742967,6.783165,7.752205,321.783771,144.822161,14985.707293,41733.071246,3.506661,426.044875,1223.732389,0.309426,1.419392,39.836349,24.853025,121.671324,1.652951,10.336116,0.3845,160.380047,50.588903,4.150055,3.64,4.397218,75.526913,3.75,18.875683,190.523473,9.835983,29.896736,32.529243,6.758129,7.032814,3.6725,9.9875
2020-04-30,0.914709,0.793387,75.12131,1.532804,1.39096,1.409566,0.967251,4.298342,106.993145,7.063615,66.842805,0.376,12.222782,5.426549,1.409566,1.789015,837.021486,3925.31502,6.926565,24.771112,6.823805,7.751567,322.652114,146.057612,14911.318085,41995.483284,3.478062,425.979754,1211.289233,0.309287,1.419061,39.852694,23.981034,120.757507,1.626055,10.255285,0.3845,160.526543,50.486708,4.160468,3.64,4.425529,74.228791,3.75,18.445721,190.522184,9.769623,29.763289,32.419623,6.758841,6.989092,3.6725,9.9875
2020-04-29,0.921328,0.804559,75.466495,1.529515,1.393575,1.412543,0.974616,4.344137,106.665648,7.07628,66.73505,0.376,12.22289,5.387648,1.412543,1.80196,834.809265,3996.324057,6.975244,24.99404,6.870912,7.750263,327.204224,146.807493,15264.906782,42009.692736,3.498611,429.702481,1213.443006,0.309801,1.419145,40.071611,23.928055,121.312392,1.638151,10.355436,0.3845,161.34037,50.394835,4.19248,3.64,4.462713,73.266606,3.75,18.254933,192.074892,9.881698,29.875155,32.397936,6.761391,6.963246,3.6725,9.9875
2020-04-28,0.922365,0.803714,76.001442,1.538567,1.399197,1.416846,0.974003,4.360777,106.829655,7.080106,66.604831,0.376,12.247017,5.565579,1.416846,1.803989,849.828385,4052.317023,6.970118,25.060352,6.877211,7.75049,330.667327,147.128151,15416.173412,41996.212185,3.501089,431.465678,1220.933751,0.309809,1.418319,40.026024,24.390876,122.172318,1.649285,10.407842,0.3845,161.10699,50.599872,4.195125,3.64,4.467787,74.187293,3.75,18.660052,192.033894,9.885086,29.984414,32.436321,6.758779,6.994218,3.6725,9.9875
2020-04-27,0.923474,0.805199,76.214445,1.548137,1.404374,1.419235,0.975782,4.358555,107.230138,7.087536,66.531988,0.376,12.235514,5.676392,1.419235,1.806158,855.718554,4032.989539,6.972411,25.200572,6.886329,7.750192,327.88534,146.928356,15418.843468,42003.849499,3.503591,431.258402,1224.377569,0.310786,1.418109,40.015276,24.853242,122.51472,1.652449,10.578393,0.3845,160.694273,50.636335,4.186787,3.64,4.471309,74.666479,3.75,18.867736,192.574771,10.047704,30.038685,32.478178,6.749387,6.990289,3.6725,9.9875
2020-04-26,0.924102,0.808468,76.285146,1.565338,1.410431,1.424654,0.973216,4.359358,107.473015,7.081745,66.289625,0.376,12.280333,5.592074,1.424654,1.807386,857.113671,4042.89476,6.989434,25.095801,6.889907,7.749548,328.664594,146.740845,15551.946342,42025.313958,3.526913,431.034749,1230.291832,0.311799,1.41529,40.342989,24.973248,122.628372,1.66117,10.617211,0.3845,160.775972,50.78156,4.18463,3.64,4.471414,74.4295,3.75,19.019293,192.993123,10.047653,30.126779,32.466015,6.783295,6.9739,3.6725,9.9875
2020-04-25,0.923788,0.808541,76.286238,1.563996,1.410356,1.424153,0.972945,4.359349,107.51644,7.08174,66.298461,0.376,12.280333,5.591758,1.424153,1.806771,857.235091,4042.851907,6.989434,25.104117,6.889558,7.750488,329.047723,146.875972,15554.777299,42025.283194,3.526616,431.034676,1230.271248,0.311799,1.414416,40.320521,24.979857,122.630127,1.661401,10.609489,0.3845,160.775794,50.781099,4.193748,3.64,4.469606,74.43949,3.75,19.025917,192.993123,10.041457,30.12786,32.456,6.783285,6.974273,3.6725,9.9875
2020-04-24,0.925972,0.810693,76.313806,1.568413,1.409897,1.425575,0.975029,4.359357,107.439889,7.081491,66.428481,0.376,12.286646,5.689082,1.425575,1.811044,858.352328,4039.280875,6.993999,25.273333,6.907382,7.750801,329.820892,146.864655,15464.925192,42035.374886,3.520352,430.743924,1234.029291,0.311047,1.412499,40.046061,24.82774,122.674443,1.666414,10.673905,0.3845,161.429701,50.802758,4.20218,3.64,4.482374,74.678068,3.75,18.980469,192.930492,10.072732,30.088442,32.421429,6.754341,6.991128,3.6725,9.9875
2020-04-23,0.924722,0.808764,75.885334,1.565794,1.403503,1.422832,0.973245,4.36026,107.668023,7.066872,66.310235,0.376,12.024278,5.458573,1.422832,1.808599,861.571202,4019.17094,7.00186,25.443171,6.89625,7.750305,330.353803,146.785673,15441.703659,42011.255867,3.528082,431.901315,1230.84047,0.31068,1.4102,39.888834,24.686576,121.985675,1.660204,10.593808,0.3845,159.842877,50.645815,4.200616,3.64,4.477319,74.463437,3.75,19.040711,192.933674,10.04703,30.088128,32.31837,6.747327,6.950869,3.6725,9.9875
2020-04-22,0.92361,0.810998,76.45812,1.582931,1.413856,1.428139,0.971241,4.363165,107.816873,7.083764,66.22312,0.376,12.003986,5.394976,1.428139,1.806425,857.230407,4045.308363,6.990331,25.535669,6.888018,7.750155,330.10406,146.482613,15496.274524,42030.54781,3.540647,437.610932,1235.013899,0.311989,1.410823,39.732557,24.602978,122.906428,1.681512,10.771773,0.3845,160.494415,50.761053,4.204186,3.64,4.472606,75.988085,3.75,19.04366,193.511385,10.098956,30.106922,32.336426,6.745141,6.994508,3.6725,9.9875
2020-04-21,0.921069,0.815107,76.965629,1.592568,1.419368,1.431043,0.968943,4.394871,107.674747,7.076603,66.100346,0.376,12.001351,5.317199,1.431043,1.801455,863.28899,4043.485588,6.973963,25.328859,6.86805,7.749905,325.985267,145.617928,15542.794511,41960.442809,3.559809,435.747036,1234.233833,0.311685,1.411367,39.981569,24.43304,123.722249,1.679492,10.606561,0.3845,163.256636,50.926309,4.179122,3.64,4.456004,77.364293,3.75,18.978213,192.569947,10.103551,30.09534,32.520314,6.746549,6.983629,3.6725,9.9875
2020-04-20,0.919605,0.802369,76.583142,1.566309,1.4072,1.418969,0.967098,4.374271,107.712223,7.072839,65.998511,0.376,11.998291,5.292907,1.418969,1.798591,857.962735,3962.998801,6.943175,25.219896,6.858348,7.750115,324.35295,144.560169,15449.721439,41983.93185,3.550883,428.185619,1217.357953,0.311501,1.412874,39.915034,24.059808,123.107402,1.646566,10.366105,0.3845,166.531325,50.754728,4.156038,3.64,4.449479,74.542413,3.75,18.810555,192.538135,10.011917,30.003797,32.46108,6.746968,6.951163,3.6725,9.9875
2020-04-19,0.919543,0.799722,76.562726,1.570441,1.399952,1.421745,0.966957,4.367163,107.522407,7.071567,65.798209,0.376,11.996572,5.245882,1.421745,1.79847,853.24633,3935.87542,6.950768,25.020418,6.858995,7.749174,324.666363,143.948245,15505.166771,42025.23799,3.588821,426.105564,1216.32636,0.312498,1.415296,40.149615,23.686619,123.074582,1.657698,10.315348,0.3845,166.586575,50.813683,4.149976,3.64,4.445197,73.866535,3.75,18.736384,191.969617,9.960191,30.082729,32.518454,6.773712,6.931912,3.6725,9.9875
2020-04-18,0.919566,0.799538,76.564413,1.571985,1.401187,1.421909,0.967159,4.367157,107.557894,7.071568,65.80519,0.376,11.996572,5.23775,1.421909,1.798515,853.246149,3932.0312,6.950768,25.015593,6.859109,7.750266,324.66268,143.948498,15503.972167,42025.318594,3.588881,426.105736,1216.337589,0.3125,1.415194,40.149543,23.673902,123.077294,1.657531,10.330389,0.3845,166.586563,50.814004,4.149578,3.64,4.445143,73.866656,3.75,18.733999,191.969617,9.970761,30.083156,32.512375,6.773708,6.932454,3.6725,9.9875
2020-04-17,0.918874,0.799957,76.570609,1.573639,1.402953,1.422421,0.966318,4.372198,107.512661,7.073199,65.849955,0.376,12.050993,5.25709,1.422421,1.797161,851.448903,3988.402755,6.948613,25.007164,6.854386,7.750854,323.778677,143.977454,15486.663313,41957.514906,3.587353,426.434716,1217.43672,0.311475,1.418562,39.902213,23.84045,123.087255,1.657773,10.314285,0.3845,166.851054,50.876627,4.149477,3.64,4.443266,74.070121,3.75,18.859279,192.39614,9.981843,30.073806,32.492764,6.751569,6.928622,3.6725,9.9875
2020-04-16,0.922439,0.80435,76.717871,1.586994,1.414347,1.428195,0.969507,4.36787,107.724229,7.080225,65.735517,0.376,12.021784,5.233482,1.428195,1.804133,850.131055,3937.559698,7.010667,25.129631,6.882525,7.75082,323.917902,144.325776,15683.925381,42034.272287,3.590137,428.080841,1227.358947,0.311648,1.418757,39.754098,24.138502,123.323978,1.681693,10.472217,0.3845,166.941717,50.990498,4.194102,3.64,4.463167,74.212165,3.75,18.676325,192.287686,10.039826,30.121036,32.647792,6.748063,6.943124,3.6725,9.9875
2020-04-15,0.916428,0.798548,76.57589,1.580184,1.41086,1.423199,0.964577,4.340727,107.431701,7.068247,65.565717,0.376,12.005835,5.258355,1.423199,1.792377,860.751499,3927.513589,6.974146,24.799914,6.838183,7.750408,321.85021,143.108201,15622.981105,41913.962716,3.607602,426.390776,1224.457531,0.311831,1.417701,39.496845,24.098221,123.095744,1.667722,10.531458,0.3845,166.636286,50.700636,4.160055,3.64,4.430414,75.182354,3.75,18.742256,191.722985,10.03808,30.10043,32.709602,6.741951,6.906904,3.6725,9.9875
2020-04-14,0.911684,0.792498,76.013025,1.558163,1.390778,1.414612,0.960674,4.332738,107.07805,7.049442,65.502173,0.376,11.973621,5.20295,1.414612,1.783099,851.529732,3861.295956,6.939765,24.474152,6.805129,7.751767,320.130183,142.323134,15633.600109,41790.343925,3.585435,425.706802,1214.352695,0.311502,1.41795,39.515621,23.607404,122.190937,1.644894,10.306878,0.3845,166.65888,50.608073,4.133188,3.64,4.407402,73.155463,3.75,18.385195,190.907837,9.961684,30.080196,32.631365,6.742385,6.814823,3.6725,9.9875
2020-04-13,0.9169,0.798715,76.302829,1.567015,1.395475,1.414984,0.967408,4.326482,107.580058,7.051922,64.868831,0.376,11.972839,5.186926,1.414984,1.7933,848.45684,3865.981392,6.955024,24.743754,6.845713,7.752397,324.309727,142.952676,15682.441023,41905.399805,3.574612,426.662669,1217.609193,0.311028,1.418949,39.319103,23.727515,122.656797,1.643339,10.314642,0.3845,166.496965,50.586071,4.186708,3.64,4.430562,73.63999,3.75,18.147051,189.458707,9.995367,30.081026,32.704959,6.754659,6.784438,3.6725,9.9875
2020-04-12,0.91452,0.803293,75.950955,1.575539,1.395887,1.413057,0.965588,4.307115,108.361328,7.032384,64.541171,0.376,11.972832,5.095877,1.413057,1.788645,841.255312,3826.311087,6.974764,24.732196,6.827198,7.751767,323.120444,142.495966,15816.035871,42025.259739,3.577833,429.736261,1210.950471,0.311701,1.4192,39.799739,23.345386,122.09116,1.643731,10.203287,0.3845,166.726557,50.454594,4.159858,3.64,4.41938,73.468885,3.75,17.966408,190.960492,9.943364,30.081514,32.692291,6.768699,6.69852,3.6725,9.9875
2020-04-11,0.914358,0.803143,75.931102,1.574977,1.39529,1.413219,0.965632,4.307079,108.397622,7.034067,64.542115,0.376,11.972832,5.094586,1.413219,1.788328,841.363174,3827.509039,6.974764,24.726692,6.823687,7.752934,323.261657,142.498472,15824.763757,42025.088951,3.577772,429.774966,1210.858346,0.311699,1.419202,39.798793,23.339039,122.059246,1.645157,10.192031,0.3845,166.726692,50.454582,4.162062,3.64,4.418681,73.469121,3.75,18.005436,190.960492,9.929145,30.084054,32.690206,6.768672,6.697722,3.6725,9.9875
2020-04-10,0.913376,0.801153,76.120027,1.575919,1.396938,1.413161,0.964863,4.309747,108.395297,7.035462,64.544934,0.376,11.972851,5.10772,1.413161,1.786409,846.132362,3900.443961,6.974759,24.619827,6.817574,7.752501,322.621617,142.398002,15819.208251,41891.289218,3.578599,430.280072,1212.101752,0.311994,1.41931,39.323553,23.462514,122.362944,1.645224,10.201976,0.3845,166.901139,50.533936,4.161157,3.64,4.412381,73.816892,3.75,18.020181,190.959383,9.930223,30.056955,32.662498,6.754201,6.695103,3.6725,9.9875
2020-04-09,0.914805,0.803177,76.136685,1.584938,1.397976,1.417148,0.966051,4.332982,108.382288,7.044008,65.050099,0.376,11.995602,5.067265,1.417148,1.789204,839.35142,3884.448906,6.972357,24.685583,6.828882,7.752935,322.780701,142.802976,15874.558966,42000.780917,3.575391,430.219794,1209.903003,0.312031,1.419583,39.515854,23.622704,122.389721,1.649013,10.207782,0.3845,167.567933,50.50461,4.160866,3.64,4.420191,73.738668,3.75,17.914714,191.685465,9.957095,30.028866,32.669431,6.74608,6.657023,3.6725,9.9875
2020-04-08,0.920662,0.806929,75.899281,1.606788,1.401658,1.426172,0.97135,4.346954,108.704738,7.066452,65.159674,0.376,12.01381,5.169427,1.426172,1.800659,850.395107,3885.501121,7.019662,24.900978,6.870323,7.752048,329.507709,143.429089,16155.235093,41960.886676,3.589567,435.847516,1216.228991,0.311463,1.418319,39.36487,24.059865,122.008094,1.661972,10.273937,0.3845,167.529458,50.474153,4.172894,3.64,4.449275,75.474329,3.75,18.20312,193.534059,10.056032,30.118174,32.725459,6.752256,6.768359,3.6725,9.9875
2020-04-07,0.918352,0.810334,75.686212,1.616743,1.39689,1.423076,0.970789,4.338125,108.995913,7.045488,65.066592,0.376,11.999256,5.234491,1.423076,1.79614,844.32457,3914.896173,7.007791,24.950226,6.856142,7.752038,328.344127,142.698273,16220.966084,41994.06369,3.572887,436.959708,1211.232864,0.311255,1.420354,39.357083,24.045175,121.665586,1.67193,10.24504,0.3845,167.450727,50.458194,4.167478,3.64,4.437554,75.427134,3.75,18.237343,193.601586,10.032122,30.098522,32.722646,6.74641,6.770479,3.6725,9.9875
